symbol,date,open,high,low,close,close_unadjusted,volume,is_roll_date
YM,2010-06-07,20134.0,20212.0,19910.0,20065.0,9828.0,160026,0
YM,2010-06-08,20066.0,20184.0,19985.0,20146.0,9909.0,213057,0
YM,2010-06-09,20146.0,20295.0,20094.0,20137.0,9900.0,173388,0
YM,2010-06-10,20137.0,20415.0,20112.0,20391.0,10154.0,115237,0
YM,2010-06-11,20392.0,20452.0,20307.0,20436.0,10199.0,52432,0
YM,2010-06-13,20444.0,20485.0,20442.0,20482.0,10245.0,725,0
YM,2010-06-14,20481.0,20567.0,20423.0,20441.0,10204.0,28662,0
YM,2010-06-15,20442.0,20647.0,20428.0,20604.0,10367.0,15657,0
YM,2010-06-16,20605.0,20666.0,20558.0,20620.0,10383.0,10450,0
YM,2010-06-17,20626.0,20698.0,20555.0,20668.0,10431.0,7560,0
YM,2010-06-18,20660.0,20692.0,20646.0,20692.0,10455.0,695,0
YM,2010-06-20,20663.0,20737.0,20658.0,20728.0,10491.0,1125,0
YM,2010-06-21,20728.0,20773.0,20571.0,20636.0,10399.0,141056,0
YM,2010-06-22,20636.0,20686.0,20460.0,20485.0,10248.0,159565,0
YM,2010-06-23,20485.0,20546.0,20403.0,20470.0,10233.0,154786,0
YM,2010-06-24,20472.0,20505.0,20305.0,20351.0,10114.0,170540,0
YM,2010-06-25,20355.0,20378.0,20257.0,20342.0,10105.0,156131,0
YM,2010-06-27,20341.0,20366.0,20341.0,20350.0,10113.0,361,0
YM,2010-06-28,20349.0,20381.0,20280.0,20332.0,10095.0,118335,0
YM,2010-06-29,20333.0,20355.0,19986.0,20040.0,9803.0,201310,0
YM,2010-06-30,20041.0,20106.0,19928.0,19957.0,9720.0,166949,0
YM,2010-07-01,19956.0,19975.0,19798.0,19917.0,9680.0,219097,0
YM,2010-07-02,19916.0,19990.0,19789.0,19835.0,9598.0,152484,0
YM,2010-07-04,19831.0,19878.0,19823.0,19828.0,9591.0,924,0
YM,2010-07-05,19829.0,19867.0,19773.0,19781.0,9544.0,7825,0
YM,2010-07-06,19781.0,20033.0,19743.0,19917.0,9680.0,151033,0
YM,2010-07-07,19917.0,20222.0,19850.0,20207.0,9970.0,165707,0
YM,2010-07-08,20208.0,20338.0,20188.0,20310.0,10073.0,142778,0
YM,2010-07-09,20311.0,20386.0,20288.0,20366.0,10129.0,107091,0
YM,2010-07-11,20354.0,20365.0,20349.0,20354.0,10117.0,354,0
YM,2010-07-12,20354.0,20454.0,20314.0,20443.0,10206.0,104144,0
YM,2010-07-13,20442.0,20599.0,20388.0,20589.0,10352.0,132670,0
YM,2010-07-14,20591.0,20596.0,20485.0,20541.0,10304.0,132626,0
YM,2010-07-15,20542.0,20604.0,20420.0,20546.0,10309.0,164697,0
YM,2010-07-16,20546.0,20552.0,20263.0,20299.0,10062.0,167450,0
YM,2010-07-18,20283.0,20294.0,20265.0,20283.0,10046.0,618,0
YM,2010-07-19,20282.0,20371.0,20237.0,20271.0,10034.0,130406,0
YM,2010-07-20,20271.0,20462.0,20183.0,20422.0,10185.0,161445,0
YM,2010-07-21,20421.0,20468.0,20250.0,20303.0,10066.0,170318,0
YM,2010-07-22,20303.0,20551.0,20272.0,20532.0,10295.0,154494,0
YM,2010-07-23,20531.0,20630.0,20472.0,20623.0,10386.0,149888,0
YM,2010-07-25,20627.0,20647.0,20608.0,20615.0,10378.0,661,0
YM,2010-07-26,20618.0,20714.0,20593.0,20687.0,10450.0,116537,0
YM,2010-07-27,20687.0,20768.0,20672.0,20723.0,10486.0,127467,0
YM,2010-07-28,20724.0,20764.0,20649.0,20693.0,10456.0,115949,0
YM,2010-07-29,20690.0,20775.0,20573.0,20640.0,10403.0,159495,0
YM,2010-07-30,20640.0,20697.0,20523.0,20668.0,10431.0,150760,0
YM,2010-08-01,20696.0,20708.0,20685.0,20699.0,10462.0,690,0
YM,2010-08-02,20699.0,20880.0,20697.0,20852.0,10615.0,105801,0
YM,2010-08-03,20850.0,20866.0,20787.0,20831.0,10594.0,101052,0
YM,2010-08-04,20831.0,20897.0,20788.0,20876.0,10639.0,106305,0
YM,2010-08-05,20876.0,20901.0,20806.0,20870.0,10633.0,82901,0
YM,2010-08-06,20868.0,20922.0,20710.0,20855.0,10618.0,133273,0
YM,2010-08-08,20853.0,20868.0,20827.0,20829.0,10592.0,609,0
YM,2010-08-09,20829.0,20919.0,20828.0,20895.0,10658.0,69542,0
YM,2010-08-10,20895.0,20899.0,20748.0,20834.0,10597.0,127948,0
YM,2010-08-11,20837.0,20837.0,20487.0,20525.0,10288.0,150935,0
YM,2010-08-12,20526.0,20604.0,20460.0,20524.0,10287.0,131147,0
YM,2010-08-13,20526.0,20594.0,20459.0,20500.0,10263.0,104754,0
YM,2010-08-15,20503.0,20850.0,20483.0,20493.0,10256.0,838,0
YM,2010-08-16,20493.0,20549.0,20418.0,20498.0,10261.0,108144,0
YM,2010-08-17,20497.0,20693.0,20491.0,20610.0,10373.0,118038,0
YM,2010-08-18,20611.0,20692.0,20546.0,20584.0,10347.0,132903,0
YM,2010-08-19,20585.0,20662.0,20433.0,20483.0,10246.0,149154,0
YM,2010-08-20,20482.0,20509.0,20364.0,20439.0,10202.0,120862,0
YM,2010-08-22,20439.0,20470.0,20428.0,20453.0,10216.0,416,0
YM,2010-08-23,20452.0,20523.0,20353.0,20362.0,10125.0,114626,0
YM,2010-08-24,20361.0,20392.0,20207.0,20279.0,10042.0,161711,0
YM,2010-08-25,20279.0,20315.0,20151.0,20298.0,10061.0,146023,0
YM,2010-08-26,20297.0,20343.0,20177.0,20198.0,9961.0,146314,0
YM,2010-08-27,20198.0,20383.0,20157.0,20380.0,10143.0,157692,0
YM,2010-08-29,20374.0,20414.0,20373.0,20404.0,10167.0,553,0
YM,2010-08-30,20402.0,20449.0,20212.0,20232.0,9995.0,114660,0
YM,2010-08-31,20231.0,20303.0,20145.0,20271.0,10034.0,162231,0
YM,2010-09-01,20271.0,20517.0,20257.0,20509.0,10272.0,154295,0
YM,2010-09-02,20507.0,20556.0,20468.0,20534.0,10297.0,111876,0
