date,symbol,position,pnl,cum_pnl
2010-06-08,6E,0.000000,0.000000,0.000000
2010-06-09,6E,0.000000,0.000000,0.000000
2010-06-10,6E,0.000000,0.000000,0.000000
2010-06-11,6E,0.000000,-0.000000,0.000000
2010-06-13,6E,0.000000,0.000000,0.000000
2010-06-14,6E,0.000000,-0.000000,0.000000
2010-06-15,6E,0.000000,0.000000,0.000000
2010-06-16,6E,0.000000,-0.000000,0.000000
2010-06-17,6E,0.000000,0.000000,0.000000
2010-06-18,6E,0.000000,0.000000,0.000000
2010-06-20,6E,0.000000,0.000000,0.000000
2010-06-21,6E,0.000000,-0.000000,0.000000
2010-06-22,6E,0.000000,-0.000000,0.000000
2010-06-23,6E,0.000000,0.000000,0.000000
2010-06-24,6E,0.000000,0.000000,0.000000
2010-06-25,6E,0.000000,0.000000,0.000000
2010-06-27,6E,0.000000,0.000000,0.000000
2010-06-28,6E,0.000000,-0.000000,0.000000
2010-06-29,6E,0.000000,-0.000000,0.000000
2010-06-30,6E,0.000000,0.000000,0.000000
2010-07-01,6E,0.000000,0.000000,0.000000
2010-07-02,6E,0.000000,0.000000,0.000000
2010-07-04,6E,0.000000,-0.000000,0.000000
2010-07-05,6E,0.000000,-0.000000,0.000000
2010-07-06,6E,0.000000,0.000000,0.000000
2010-07-07,6E,0.000000,0.000000,0.000000
2010-07-08,6E,0.000000,0.000000,0.000000
2010-07-09,6E,0.000000,-0.000000,0.000000
2010-07-11,6E,0.000000,-0.000000,0.000000
2010-07-12,6E,0.000000,-0.000000,0.000000
2010-07-13,6E,0.000000,0.000000,0.000000
2010-07-14,6E,0.000000,0.000000,0.000000
2010-07-15,6E,0.000000,0.000000,0.000000
2010-07-16,6E,0.000000,0.000000,0.000000
2010-07-18,6E,0.000000,-0.000000,0.000000
2010-07-19,6E,0.000000,0.000000,0.000000
2010-07-20,6E,0.000000,-0.000000,0.000000
2010-07-21,6E,0.000000,-0.000000,0.000000
2010-07-22,6E,0.000000,0.000000,0.000000
2010-07-23,6E,0.000000,-0.000000,0.000000
2010-07-25,6E,0.000000,0.000000,0.000000
2010-07-26,6E,0.000000,0.000000,0.000000
2010-07-27,6E,0.000000,0.000000,0.000000
2010-07-28,6E,0.000000,0.000000,0.000000
2010-07-29,6E,0.000000,0.000000,0.000000
2010-07-30,6E,0.000000,-0.000000,0.000000
2010-08-01,6E,0.000000,0.000000,0.000000
2010-08-02,6E,0.000000,0.000000,0.000000
