symbol,date,open,high,low,close,volume
6E,2010-08-18,1.2869,1.2922,1.279,1.2796,261361
6E,2010-08-19,1.2795,1.2903,1.277,1.2808,366562
6E,2010-08-20,1.2808,1.2834,1.2663,1.2714,298735
6E,2010-08-22,1.2708,1.2712,1.2689,1.2699,2916
6E,2010-08-23,1.2699,1.273,1.2624,1.2631,246553
6E,2010-08-24,1.2632,1.2719,1.2587,1.2636,373827
6E,2010-08-25,1.2636,1.2727,1.2607,1.2671,333199
6E,2010-08-26,1.2672,1.2764,1.265,1.2703,332173
6E,2010-08-27,1.2703,1.278,1.2675,1.2761,309284
6E,2010-08-29,1.2765,1.2766,1.2744,1.2753,3449
6E,2010-08-30,1.2752,1.2755,1.2658,1.2664,182502
6E,2010-08-31,1.2665,1.2743,1.2623,1.2672,294223
6E,2010-09-01,1.2673,1.2856,1.2662,1.2795,307847
6E,2010-09-02,1.2794,1.2848,1.2775,1.2815,242845
6E,2010-09-03,1.2814,1.2897,1.2808,1.2893,267902
6E,2010-09-05,1.2893,1.2897,1.2881,1.2888,1291
6E,2010-09-06,1.2887,1.2919,1.2799,1.2818,64510
6E,2010-09-07,1.2818,1.2878,1.2676,1.2692,343728
6E,2010-09-08,1.2693,1.2763,1.2659,1.2727,315771
6E,2010-09-09,1.2727,1.2766,1.2664,1.2679,216367
6E,2010-09-10,1.268,1.2747,1.2643,1.2679,90285
6E,2010-09-12,1.2706,1.2762,1.2704,1.2761,519
6E,2010-09-13,1.276,1.2844,1.2717,1.2717,9628
6E,2010-09-14,1.2858,1.3029,1.2825,1.2992,413230
6E,2010-09-15,1.2992,1.3033,1.2952,1.3006,327577
6E,2010-09-16,1.3006,1.3112,1.2971,1.3062,347691
6E,2010-09-17,1.3062,1.3155,1.3016,1.3047,324957
6E,2010-09-19,1.3045,1.305,1.3028,1.3041,1956
6E,2010-09-20,1.304,1.3118,1.3025,1.306,228599
6E,2010-09-21,1.3059,1.3288,1.3056,1.3279,329015
6E,2010-09-22,1.3278,1.3437,1.3241,1.339,420801
6E,2010-09-23,1.339,1.3412,1.3287,1.3292,337383
6E,2010-09-24,1.3292,1.3494,1.3284,1.349,296983
6E,2010-09-26,1.3484,1.3493,1.3465,1.3477,3506
6E,2010-09-27,1.3476,1.3505,1.3422,1.3427,207048
6E,2010-09-28,1.3428,1.3592,1.3377,1.357,423268
6E,2010-09-29,1.3569,1.3644,1.3562,1.3622,334711
6E,2010-09-30,1.3621,1.3678,1.3553,1.3624,429908
6E,2010-10-01,1.3623,1.3786,1.362,1.3782,320732
6E,2010-10-03,1.3784,1.3784,1.3766,1.3768,3202
6E,2010-10-04,1.3769,1.3778,1.3638,1.3643,262418
6E,2010-10-05,1.3643,1.3854,1.3632,1.3847,361041
6E,2010-10-06,1.3846,1.3942,1.3792,1.3909,338238
6E,2010-10-07,1.391,1.4022,1.3849,1.3919,449369
6E,2010-10-08,1.3919,1.3978,1.3825,1.3924,408463
6E,2010-10-10,1.3993,1.4001,1.3904,1.3989,5946
6E,2010-10-11,1.3989,1.3992,1.385,1.3858,188645
6E,2010-10-12,1.3857,1.3931,1.3768,1.3914,394888
6E,2010-10-13,1.3914,1.3996,1.3905,1.3976,293298
6E,2010-10-14,1.3976,1.4116,1.3956,1.4018,338447
6E,2010-10-15,1.4017,1.4156,1.3929,1.397,451967
6E,2010-10-17,1.3964,1.3968,1.3933,1.3943,5569
6E,2010-10-18,1.3944,1.399,1.3823,1.3954,315278
6E,2010-10-19,1.3954,1.3996,1.3688,1.369,484105
6E,2010-10-20,1.3691,1.3982,1.369,1.3966,428416
6E,2010-10-21,1.3967,1.4042,1.3862,1.3905,412126
6E,2010-10-22,1.3903,1.3966,1.385,1.3943,263431
6E,2010-10-24,1.3942,1.3957,1.3926,1.3954,4664
6E,2010-10-25,1.3954,1.4072,1.39,1.3916,286200
6E,2010-10-26,1.3915,1.3974,1.3817,1.3838,332935
6E,2010-10-27,1.3837,1.3871,1.3726,1.3787,360351
6E,2010-10-28,1.3786,1.3946,1.3752,1.3936,363833
6E,2010-10-29,1.3936,1.394,1.38,1.3939,346205
6E,2010-10-31,1.3961,1.3978,1.3888,1.3967,4477
6E,2010-11-01,1.3965,1.4005,1.3856,1.3903,286064
6E,2010-11-02,1.3902,1.4052,1.3875,1.4026,329161
6E,2010-11-03,1.4026,1.4201,1.3984,1.4121,440272
6E,2010-11-04,1.412,1.4276,1.4095,1.4222,405707
6E,2010-11-05,1.4223,1.4225,1.4017,1.4029,395003
6E,2010-11-07,1.405,1.4078,1.4038,1.4069,3007
6E,2010-11-08,1.4068,1.4079,1.3854,1.3859,329273
6E,2010-11-09,1.3858,1.397,1.3744,1.3764,437304
6E,2010-11-10,1.3765,1.3826,1.3665,1.377,486329
6E,2010-11-11,1.377,1.3817,1.3601,1.3617,364251
6E,2010-11-12,1.3618,1.3774,1.3569,1.3687,475118
6E,2010-11-14,1.3677,1.3706,1.3677,1.3685,2399
6E,2010-11-15,1.3685,1.3747,1.3561,1.357,368645
6E,2010-11-16,1.357,1.3652,1.3444,1.3493,452056
6E,2010-11-17,1.3494,1.3564,1.3458,1.3551,316444
6E,2010-11-18,1.3551,1.3669,1.3519,1.3656,326573
6E,2010-11-19,1.3655,1.3732,1.3606,1.3669,258026
6E,2010-11-21,1.3735,1.3742,1.3671,1.374,3397
6E,2010-11-22,1.3741,1.3785,1.3576,1.3599,332025
6E,2010-11-23,1.3598,1.3613,1.3356,1.3385,452559
6E,2010-11-24,1.3385,1.3421,1.3282,1.3357,367868
6E,2010-11-25,1.3357,1.3388,1.3285,1.3339,102149
6E,2010-11-26,1.3339,1.335,1.32,1.3241,281251
6E,2010-11-28,1.3273,1.3288,1.3229,1.3237,7164
6E,2010-11-29,1.3236,1.3302,1.3063,1.31,422655
6E,2010-11-30,1.3099,1.315,1.2968,1.2996,497499
6E,2010-12-01,1.2996,1.3182,1.2969,1.3125,494243
6E,2010-12-02,1.3125,1.3247,1.3059,1.3211,481915
6E,2010-12-03,1.3211,1.3438,1.3192,1.3421,391179
6E,2010-12-05,1.3407,1.3421,1.3378,1.3413,3163
6E,2010-12-06,1.3412,1.342,1.3244,1.3288,347411
6E,2010-12-07,1.3289,1.34,1.3235,1.3248,361664
6E,2010-12-08,1.3247,1.3286,1.3179,1.3249,365062
6E,2010-12-09,1.3249,1.3327,1.3163,1.324,312227
6E,2010-12-10,1.324,1.3284,1.3178,1.3236,96511
6E,2010-12-12,1.3207,1.323,1.3197,1.3199,296
6E,2010-12-13,1.32,1.334,1.3183,1.3332,9058
6E,2010-12-14,1.3388,1.3493,1.3349,1.3354,373141
6E,2010-12-15,1.3354,1.3383,1.3204,1.3222,335545
6E,2010-12-16,1.3222,1.3263,1.3178,1.3238,268004
6E,2010-12-17,1.3238,1.3358,1.3129,1.3186,334228
6E,2010-12-19,1.3163,1.3167,1.315,1.3162,2599
6E,2010-12-20,1.3161,1.318,1.3091,1.3113,213952
6E,2010-12-21,1.3114,1.3199,1.3069,1.3086,225928
6E,2010-12-22,1.3085,1.3179,1.3074,1.3111,214028
6E,2010-12-23,1.311,1.3148,1.305,1.311,198462
6E,2010-12-26,1.3109,1.311,1.3068,1.3076,2468
6E,2010-12-27,1.3075,1.3187,1.3075,1.3185,93048
6E,2010-12-28,1.3185,1.3272,1.308,1.3083,202157
6E,2010-12-29,1.3082,1.324,1.3082,1.3221,152920
6E,2010-12-30,1.3221,1.3313,1.3211,1.3298,176075
6E,2010-12-31,1.3297,1.3423,1.3282,1.3358,87923
6E,2011-01-02,1.3344,1.3359,1.3332,1.3355,2601
6E,2011-01-03,1.3355,1.3394,1.3248,1.3354,226831
6E,2011-01-04,1.3353,1.3431,1.3287,1.3314,309123
6E,2011-01-05,1.3315,1.3322,1.3121,1.3151,356425
6E,2011-01-06,1.3152,1.3165,1.2965,1.2975,387158
6E,2011-01-07,1.2977,1.3023,1.2901,1.2905,426252
6E,2011-01-09,1.2893,1.2905,1.288,1.2892,3545
6E,2011-01-10,1.2892,1.2963,1.287,1.2961,296387
6E,2011-01-11,1.2962,1.2989,1.2898,1.2978,318890
6E,2011-01-12,1.2979,1.3142,1.2957,1.3122,458640
6E,2011-01-13,1.3121,1.3379,1.3084,1.3346,506136
6E,2011-01-14,1.3346,1.3453,1.331,1.3373,350128
6E,2011-01-16,1.3369,1.3378,1.3362,1.3374,896
6E,2011-01-17,1.3374,1.3376,1.3234,1.3277,153430
6E,2011-01-18,1.3276,1.3462,1.325,1.3371,384658
6E,2011-01-19,1.3371,1.3534,1.337,1.3447,365036
6E,2011-01-20,1.3447,1.3518,1.339,1.346,379982
6E,2011-01-21,1.346,1.3622,1.3442,1.3617,318997
6E,2011-01-23,1.3602,1.3614,1.3591,1.3612,1968
6E,2011-01-24,1.3612,1.368,1.3533,1.3637,292791
6E,2011-01-25,1.3637,1.3696,1.3566,1.3677,392953
6E,2011-01-26,1.3678,1.3714,1.3632,1.3703,296450
6E,2011-01-27,1.3704,1.3753,1.3629,1.3715,379988
6E,2011-01-28,1.3714,1.374,1.3576,1.3608,365896
6E,2011-01-30,1.3575,1.3609,1.3565,1.3566,4976
6E,2011-01-31,1.3566,1.3734,1.3564,1.3706,328713
6E,2011-02-01,1.3706,1.3836,1.3688,1.3822,361554
6E,2011-02-02,1.3822,1.3856,1.376,1.381,274791
6E,2011-02-03,1.3811,1.382,1.3604,1.3619,413795
6E,2011-02-04,1.3619,1.3676,1.3538,1.3582,365647
6E,2011-02-06,1.3568,1.3573,1.3561,1.3569,2061
6E,2011-02-07,1.357,1.3621,1.3502,1.3588,281619
6E,2011-02-08,1.3588,1.3683,1.3568,1.362,347246
6E,2011-02-09,1.362,1.3739,1.3604,1.3714,351664
6E,2011-02-10,1.3714,1.3724,1.3572,1.3599,338443
6E,2011-02-11,1.36,1.3617,1.3492,1.3547,345385
6E,2011-02-13,1.3525,1.3525,1.3497,1.3508,3596
6E,2011-02-14,1.3508,1.3555,1.3424,1.3476,284046
6E,2011-02-15,1.3476,1.3547,1.3457,1.3493,315621
6E,2011-02-16,1.3493,1.3586,1.3458,1.3572,412945
6E,2011-02-17,1.3571,1.3624,1.3533,1.362,294257
6E,2011-02-18,1.3619,1.3714,1.3542,1.3691,350397
6E,2011-02-20,1.3687,1.3714,1.3681,1.371,1475
6E,2011-02-21,1.371,1.371,1.3644,1.3679,105923
6E,2011-02-22,1.3678,1.3702,1.3523,1.367,390749
6E,2011-02-23,1.367,1.3785,1.3658,1.3759,305992
6E,2011-02-24,1.3758,1.3821,1.3701,1.3818,310310
6E,2011-02-25,1.3819,1.3837,1.3721,1.3748,235602
6E,2011-02-27,1.3745,1.375,1.3727,1.3732,2099
6E,2011-02-28,1.3732,1.3854,1.371,1.3818,266675
6E,2011-03-01,1.3819,1.3853,1.3761,1.3766,276255
6E,2011-03-02,1.3765,1.389,1.3742,1.3865,334374
6E,2011-03-03,1.3863,1.3975,1.3831,1.3955,430885
6E,2011-03-04,1.3955,1.4007,1.3938,1.3984,332830
6E,2011-03-06,1.399,1.3998,1.3985,1.3989,1597
6E,2011-03-07,1.3989,1.4035,1.3954,1.3961,233629
6E,2011-03-08,1.3961,1.3988,1.386,1.3892,294746
6E,2011-03-09,1.3893,1.3941,1.3854,1.3903,220440
6E,2011-03-10,1.3903,1.3924,1.3774,1.38,300622
6E,2011-03-11,1.3802,1.3915,1.3751,1.3795,113657
6E,2011-03-13,1.3972,1.3972,1.3887,1.3935,1149
6E,2011-03-14,1.3934,1.3981,1.3887,1.3967,6658
6E,2011-03-15,1.397,1.3995,1.3836,1.3969,379596
6E,2011-03-16,1.3969,1.3984,1.3848,1.3866,373146
6E,2011-03-17,1.3867,1.4036,1.3858,1.4013,298186
6E,2011-03-18,1.4012,1.4167,1.3962,1.4167,281180
6E,2011-03-20,1.4159,1.4165,1.4148,1.415,3576
6E,2011-03-21,1.415,1.4221,1.412,1.4198,229139
6E,2011-03-22,1.4198,1.4229,1.4144,1.4149,217010
6E,2011-03-23,1.415,1.4196,1.4066,1.4085,306527
6E,2011-03-24,1.4086,1.4202,1.4035,1.415,287145
6E,2011-03-25,1.4151,1.4176,1.4036,1.4067,231239
6E,2011-03-27,1.4029,1.4035,1.4,1.4017,6398
6E,2011-03-28,1.4016,1.4097,1.4007,1.4054,223404
6E,2011-03-29,1.4054,1.413,1.4026,1.4101,275046
6E,2011-03-30,1.4102,1.4129,1.4031,1.4108,291140
6E,2011-03-31,1.4107,1.4214,1.4096,1.4137,312947
6E,2011-04-01,1.4137,1.4227,1.4041,1.4217,393539
6E,2011-04-03,1.4217,1.4223,1.4199,1.4216,3987
6E,2011-04-04,1.4215,1.4249,1.4173,1.4186,199808
6E,2011-04-05,1.4185,1.4226,1.4131,1.4212,254924
6E,2011-04-06,1.4211,1.4329,1.4205,1.4305,311104
6E,2011-04-07,1.4305,1.4314,1.4222,1.4277,331779
6E,2011-04-08,1.4278,1.4468,1.427,1.4463,253880
6E,2011-04-10,1.4431,1.4462,1.4431,1.4459,5026
6E,2011-04-11,1.4459,1.4461,1.44,1.4404,170670
6E,2011-04-12,1.4404,1.45,1.4356,1.4463,292104
6E,2011-04-13,1.4463,1.45,1.4392,1.4432,262903
6E,2011-04-14,1.4431,1.4495,1.4345,1.4483,295821
6E,2011-04-15,1.4483,1.4484,1.437,1.4409,252000
6E,2011-04-17,1.4399,1.4402,1.4371,1.4377,4761
6E,2011-04-18,1.4377,1.4416,1.4137,1.4219,399783
6E,2011-04-19,1.4219,1.4358,1.4186,1.4348,257278
6E,2011-04-20,1.4348,1.4532,1.4321,1.45,298634
6E,2011-04-21,1.4499,1.4631,1.4497,1.4535,270277
6E,2011-04-24,1.4547,1.4573,1.4534,1.4572,3916
6E,2011-04-25,1.4573,1.4609,1.4508,1.4534,101995
6E,2011-04-26,1.4534,1.4696,1.4476,1.4687,244897
6E,2011-04-27,1.4688,1.4779,1.4614,1.4769,296459
6E,2011-04-28,1.4769,1.4864,1.4721,1.4823,273669
6E,2011-04-29,1.4824,1.4862,1.4781,1.4793,172452
6E,2011-05-01,1.481,1.4825,1.4761,1.4799,10089
6E,2011-05-02,1.48,1.4885,1.4744,1.4778,204808
6E,2011-05-03,1.4779,1.4874,1.4738,1.4821,283444
6E,2011-05-04,1.482,1.4925,1.4758,1.4812,373270
6E,2011-05-05,1.4814,1.4884,1.4496,1.4544,499859
6E,2011-05-06,1.4543,1.4575,1.4294,1.4304,516982
6E,2011-05-08,1.4351,1.4384,1.4327,1.4375,7690
6E,2011-05-09,1.4375,1.443,1.4242,1.4356,373026
6E,2011-05-10,1.4355,1.4408,1.4258,1.4388,317274
6E,2011-05-11,1.4389,1.4413,1.4161,1.4196,353945
6E,2011-05-12,1.4196,1.4267,1.4115,1.422,362190
6E,2011-05-13,1.4221,1.433,1.4056,1.4107,374135
6E,2011-05-15,1.4071,1.4078,1.4053,1.4056,6308
6E,2011-05-16,1.4055,1.4236,1.4038,1.4137,308025
6E,2011-05-17,1.4137,1.4268,1.4111,1.4258,350026
6E,2011-05-18,1.4258,1.4279,1.4186,1.425,282038
6E,2011-05-19,1.4251,1.433,1.4198,1.4319,343980
6E,2011-05-20,1.4319,1.4339,1.4126,1.4153,414151
6E,2011-05-22,1.413,1.4198,1.409,1.4111,9019
6E,2011-05-23,1.4111,1.4198,1.3963,1.4007,403842
6E,2011-05-24,1.4007,1.4127,1.4007,1.4086,305084
6E,2011-05-25,1.4085,1.4113,1.4006,1.4064,377078
6E,2011-05-26,1.4064,1.4203,1.4063,1.414,369989
6E,2011-05-27,1.414,1.43,1.4126,1.4292,322084
6E,2011-05-29,1.4308,1.4311,1.4268,1.4287,3677
6E,2011-05-30,1.4286,1.435,1.4254,1.433,49597
6E,2011-05-31,1.4331,1.4436,1.4268,1.4422,285585
6E,2011-06-01,1.4422,1.4458,1.4318,1.4343,357972
6E,2011-06-02,1.4342,1.4512,1.4324,1.4485,328718
6E,2011-06-03,1.4484,1.4641,1.4448,1.4632,358663
6E,2011-06-05,1.4629,1.4656,1.4622,1.4652,5012
6E,2011-06-06,1.4652,1.4658,1.4555,1.4589,235289
6E,2011-06-07,1.4588,1.4695,1.4562,1.4678,270027
6E,2011-06-08,1.4679,1.4692,1.4562,1.4592,302538
6E,2011-06-09,1.4592,1.4659,1.4476,1.4537,345524
6E,2011-06-10,1.4537,1.4552,1.4322,1.4347,113598
6E,2011-06-12,1.4334,1.4352,1.4322,1.4337,713
6E,2011-06-13,1.4336,1.4397,1.4323,1.4352,7038
6E,2011-06-14,1.4375,1.4456,1.4339,1.4392,230886
6E,2011-06-15,1.4391,1.4426,1.4118,1.4156,403096
6E,2011-06-16,1.4155,1.4186,1.4039,1.4166,408686
6E,2011-06-17,1.4165,1.4303,1.4091,1.4273,311888
6E,2011-06-19,1.4237,1.4256,1.4218,1.4222,5651
6E,2011-06-20,1.4221,1.4346,1.4154,1.4324,244475
6E,2011-06-21,1.4324,1.4386,1.426,1.4339,253097
6E,2011-06-22,1.434,1.4407,1.4274,1.4297,282661
6E,2011-06-23,1.4295,1.4338,1.4093,1.4229,394279
6E,2011-06-24,1.4229,1.4273,1.4109,1.4163,306984
6E,2011-06-26,1.4155,1.416,1.4114,1.4123,4403
6E,2011-06-27,1.4122,1.4298,1.407,1.4279,291665
6E,2011-06-28,1.4279,1.4366,1.4204,1.4325,360266
6E,2011-06-29,1.4326,1.449,1.4292,1.4432,351775
6E,2011-06-30,1.4433,1.4507,1.4394,1.4443,280429
6E,2011-07-01,1.4444,1.452,1.4405,1.45,246397
6E,2011-07-03,1.4512,1.4547,1.4502,1.4532,4569
6E,2011-07-04,1.4531,1.4536,1.4464,1.4511,72102
6E,2011-07-05,1.451,1.451,1.4365,1.4403,242499
6E,2011-07-06,1.4404,1.4437,1.4256,1.4306,295708
6E,2011-07-07,1.4306,1.4345,1.4191,1.433,336837
6E,2011-07-08,1.433,1.4338,1.4176,1.4236,365912
6E,2011-07-10,1.4192,1.42,1.4169,1.4183,6892
6E,2011-07-11,1.4183,1.4214,1.3958,1.4012,411123
6E,2011-07-12,1.4012,1.4026,1.3811,1.3962,569753
6E,2011-07-13,1.3962,1.4256,1.3935,1.4242,442642
6E,2011-07-14,1.4243,1.4245,1.4087,1.4134,361753
6E,2011-07-15,1.4135,1.4166,1.4065,1.4121,275969
6E,2011-07-17,1.41,1.4108,1.409,1.41,4315
6E,2011-07-18,1.4099,1.4112,1.3988,1.4101,274782
6E,2011-07-19,1.4101,1.4193,1.4043,1.4145,369859
6E,2011-07-20,1.4146,1.4251,1.4108,1.4237,311626
6E,2011-07-21,1.4236,1.4413,1.4114,1.4384,475849
6E,2011-07-22,1.4385,1.4414,1.43,1.4335,259243
6E,2011-07-24,1.438,1.4382,1.434,1.4343,4901
6E,2011-07-25,1.4343,1.4384,1.4301,1.4351,231173
6E,2011-07-26,1.435,1.4505,1.4336,1.4487,284871
6E,2011-07-27,1.4486,1.4514,1.4319,1.4343,333002
6E,2011-07-28,1.4343,1.4382,1.4234,1.4309,300236
6E,2011-07-29,1.4308,1.4398,1.4212,1.4384,355299
6E,2011-07-31,1.4339,1.4362,1.4331,1.4338,5849
6E,2011-08-01,1.4338,1.4438,1.4169,1.4257,370334
6E,2011-08-02,1.4257,1.4271,1.4139,1.4171,369885
6E,2011-08-03,1.417,1.4354,1.4131,1.4336,419811
6E,2011-08-04,1.4336,1.4355,1.4041,1.4063,569379
6E,2011-08-05,1.4063,1.4286,1.4058,1.4261,502343
6E,2011-08-07,1.4349,1.4365,1.425,1.4296,14842
6E,2011-08-08,1.4295,1.4393,1.412,1.4169,456181
6E,2011-08-09,1.4169,1.4388,1.4145,1.4346,482658
6E,2011-08-10,1.4347,1.4395,1.4116,1.4131,455479
6E,2011-08-11,1.4132,1.429,1.4098,1.4209,442063
6E,2011-08-12,1.4209,1.4286,1.4143,1.4245,271197
6E,2011-08-14,1.4256,1.4279,1.4256,1.4278,3584
6E,2011-08-15,1.4278,1.4472,1.4238,1.4432,300610
6E,2011-08-16,1.4431,1.4467,1.4348,1.4376,312828
6E,2011-08-17,1.4376,1.4512,1.4319,1.4422,316736
6E,2011-08-18,1.4422,1.4447,1.4265,1.4292,322041
6E,2011-08-19,1.4293,1.4449,1.4253,1.4388,308567
6E,2011-08-21,1.4372,1.4382,1.4354,1.4362,3732
6E,2011-08-22,1.4362,1.443,1.4342,1.4353,179693
6E,2011-08-23,1.4353,1.4497,1.4352,1.4433,274014
6E,2011-08-24,1.4433,1.4478,1.4374,1.4404,255054
6E,2011-08-25,1.4402,1.4472,1.4322,1.4385,319532
6E,2011-08-26,1.4384,1.45,1.4324,1.4491,346469
6E,2011-08-28,1.449,1.4502,1.4474,1.4477,3754
6E,2011-08-29,1.4478,1.4553,1.4462,1.4512,161502
6E,2011-08-30,1.4512,1.453,1.438,1.4436,242322
6E,2011-08-31,1.4437,1.4466,1.4355,1.436,244046
6E,2011-09-01,1.4362,1.4377,1.4224,1.4266,284653
6E,2011-09-02,1.4265,1.4287,1.418,1.427,253918
6E,2011-09-04,1.4162,1.4184,1.4133,1.4145,4391
6E,2011-09-05,1.4146,1.4184,1.4057,1.4067,137078
6E,2011-09-06,1.4067,1.4283,1.3969,1.4008,445723
6E,2011-09-07,1.4007,1.4149,1.3986,1.4079,279843
6E,2011-09-08,1.4079,1.4089,1.3871,1.3888,377005
6E,2011-09-09,1.3888,1.3935,1.3625,1.3659,452463
6E,2011-09-11,1.3574,1.3658,1.3568,1.3582,8278
6E,2011-09-12,1.3581,1.3695,1.3497,1.3638,371213
6E,2011-09-13,1.3638,1.3738,1.3556,1.368,406243
6E,2011-09-14,1.3681,1.3782,1.359,1.3747,371191
6E,2011-09-15,1.3747,1.3938,1.3703,1.3881,263023
6E,2011-09-16,1.3879,1.3889,1.3753,1.3801,76432
6E,2011-09-18,1.368,1.3795,1.3676,1.3682,668
6E,2011-09-19,1.3684,1.3795,1.3598,1.3601,3699
6E,2011-09-20,1.3614,1.3738,1.3585,1.3698,296508
6E,2011-09-21,1.3698,1.3791,1.355,1.357,353176
6E,2011-09-22,1.3569,1.3665,1.338,1.3499,442727
6E,2011-09-23,1.3499,1.3563,1.3414,1.3493,353102
6E,2011-09-25,1.3501,1.3545,1.3484,1.3512,8163
6E,2011-09-26,1.3511,1.3538,1.3357,1.3491,386355
6E,2011-09-27,1.3491,1.3662,1.3459,1.3579,365178
6E,2011-09-28,1.3578,1.3684,1.3515,1.3518,301944
6E,2011-09-29,1.3518,1.3675,1.3513,1.359,274836
6E,2011-09-30,1.359,1.3596,1.338,1.338,313475
6E,2011-10-02,1.3353,1.3415,1.3333,1.3353,6939
6E,2011-10-03,1.3354,1.3415,1.3161,1.3187,372070
6E,2011-10-04,1.3187,1.3368,1.3142,1.3313,403891
6E,2011-10-05,1.3313,1.338,1.3236,1.334,351718
6E,2011-10-06,1.334,1.3445,1.3235,1.342,445120
6E,2011-10-07,1.3419,1.3518,1.3353,1.3392,322181
6E,2011-10-09,1.3382,1.3393,1.3371,1.3393,2366
6E,2011-10-10,1.3394,1.369,1.3381,1.3619,253098
6E,2011-10-11,1.3618,1.3676,1.3557,1.3624,281469
6E,2011-10-12,1.3625,1.3825,1.3573,1.3769,312334
6E,2011-10-13,1.3769,1.3817,1.3676,1.3744,301437
6E,2011-10-14,1.3744,1.3885,1.3714,1.3875,272038
6E,2011-10-16,1.3871,1.388,1.3856,1.3862,3089
6E,2011-10-17,1.3863,1.3905,1.3717,1.3737,277001
6E,2011-10-18,1.3738,1.3811,1.3645,1.3725,331547
6E,2011-10-19,1.3724,1.3862,1.3717,1.3759,287777
6E,2011-10-20,1.3759,1.3837,1.3649,1.3787,426005
